equipment_id,model_number,description,client_id,plant_code,technical_fault_code,created_at_date,closed_at_date,city,client_sf
10002914,FSEC10020DXDNR1,ODU Fan motor defective,MUNTT00002,IN02,CF1 - CDS. FAN JAM.,2024-10-15,2024-10-21,MU,NTT
10002915,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-06-24,2020-07-08,MU,NET
10002915,FSEC10020DXDNR1,HP alarm ckt 1,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2021-05-18,2021-06-19,MU,NET
10002915,FSEC10020DXDNR1,lop alarm ckt 1,MUNET00002,IN02,EX1 - EXV CHOKE.,2022-03-02,2022-03-31,MU,NET
10002915,FSEC10020DXDNR1,High pressure alarm CKT 1,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2022-06-18,2022-06-27,MU,NET
10002915,FSEC10020DXDNR1,condenser replacement work ckt1,MUNET00002,IN02,CO1 - COMMISSIONING OF UNITS ON SITE.,2022-12-19,2023-02-14,MU,NET
10002915,FSEC10020DXDNR1,condenser replacement work ckt1,MUNET00002,IN02,CO1 - COMMISSIONING OF UNITS ON SITE.,2022-12-19,2023-02-14,MU,NET
10002915,FSEC10020DXDNR1,High pressure alarm CKT 1,MUNET00002,IN02,C010 - PAC UNIT HAVING HIGH PRESSURE.,2023-06-12,,MU,NET
10002915,FSEC10020DXDNR1,High pressure alarm CKT 1,MUNET00002,IN02,K05 - SMALL CNTRLR FAILURE,2023-06-12,2023-06-20,MU,NET
10002915,FSEC10020DXDNR1,Digix Controller Faulty,MUNTT00002,IN02,K05 - SMALL CNTRLR FAILURE,2023-09-15,2023-09-30,MU,NTT
10002915,FSEC10020DXDNR1,lop alarm ckt 1,MUNTT00002,IN02,C009 - PAC UNIT HAVING LOW PRESSURE.,2023-09-20,,MU,NTT
10002915,FSEC10020DXDNR1,lop alarm ckt 1,MUNTT00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-09-20,2023-09-30,MU,NTT
10002915,FSEC10020DXDNR1,High pressure alarm CKT 2,MUNTT00002,IN02,CF1 - CDS. FAN JAM.,2024-05-24,2024-08-03,MU,NTT
10002916,FSEC10020DXDNR1,lop ckt 1,MUNET00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-08-24,2021-02-02,MU,NET
10002916,FSEC10020DXDNR1,high pressure alarm ckt 2,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2021-10-19,2021-11-16,MU,NET
10002916,FSEC10020DXDNR1,Outdoor Fan Motor Defective,MUNET00002,IN02,C031 - CONDENSER FAN STUCK,2023-03-21,2023-04-08,MU,NET
10002916,FSEC10020DXDNR1,compresser tripped ckt 2,MUNTT00002,IN02,CO1 - COMP. TAKING HIGH AMPHERE.,2024-03-14,2024-06-17,MU,NTT
10002916,FSEC10020DXDNR1,lop alarm ckt 2,MUNTT00002,IN02,SL2 - COPPER PIPE HAVING LEAKAGE.,2024-05-09,2024-05-28,MU,NTT
10002916,FSEC10020DXDNR1,ODU fan motor defective,MUNTT00002,IN02,CF1 - CDS. FAN JAM.,2024-07-02,2024-08-02,MU,NTT
10002916,FSEC10020DXDNR1,ODU Fan motor defective,MUNTT00002,IN02,C010 - PAC UNIT HAVING HIGH PRESSURE.,2024-09-26,,MU,NTT
10002916,FSEC10020DXDNR1,ODU Fan motor defective,MUNTT00002,IN02,CF1 - CDS. FAN JAM.,2024-09-26,2024-10-04,MU,NTT
10002917,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00002,IN02,DR1 - DRIER CHOKE.,2020-03-11,2020-03-18,MU,NET
10002917,FSEC10020DXDNR1,lop ckt 1,MUNET00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-01-20,2021-04-08,MU,NET
10002917,FSEC10020DXDNR1,lop alarm ckt 1,MUNET00002,IN02,DR1 - DRIER CHOKE.,2022-08-27,2022-09-19,MU,NET
10002917,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-05-03,2023-07-08,MU,NET
10002917,FSEC10020DXDNR1,High pressure CKT 2,MUNET00001,IN02,CF2 - CDS. FAN GROUND.,2023-06-30,2023-08-14,MU,NET
10002917,FSEC10020DXDNR1,HP switch defective,MUNTT00002,IN02,CU4 - CDS. PRESSURE SWITCH  DEFECT,2024-02-06,2024-02-13,MU,NTT
10002917,FSEC10020DXDNR1,ODU fan motor defective,MUNTT00002,IN02,SL4 - CDS. COIL LEAK,2024-07-09,2024-08-02,MU,NTT
10002917,FSEC10020DXDNR1,ODU fan motor defective,MUNTT00002,IN02,SL4 - CDS. COIL LEAK,2024-07-11,2024-08-03,MU,NTT
10002917,FSEC10020DXDNR1,lop ckt 2,MUNTT00002,IN02,SL7 - LEAK THROUGH PIN VALVE,2024-10-08,2024-10-08,MU,NTT
10002918,FSEC10020DXDNR1,compressor getting Tripp,MUNET00002,IN02,CO6 -  COMP. GROUND.,2020-01-14,2020-05-31,MU,NET
10002918,FSEC10020DXDNR1,low pressure ckt 2,MUNET00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-05-21,2020-06-22,MU,NET
10002918,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00002,IN02,DR1 - DRIER CHOKE.,2020-12-10,2021-02-02,MU,NET
10002918,FSEC10020DXDNR1,high pressure alarm ckt 2,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2021-01-12,2021-02-02,MU,NET
10002918,FSEC10020DXDNR1,compresser contactor defective,MUNET00002,IN02,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2021-02-20,2021-04-08,MU,NET
10002918,FSEC10020DXDNR1,Condenser Replacement ckt 1 & 2,MUNET00002,IN02,CO1 - COMMISSIONING OF UNITS ON SITE.,2021-03-19,2021-06-02,MU,NET
10002918,FSEC10020DXDNR1,lop alarm ckt 1,MUNET00002,IN02,C009 - PAC UNIT HAVING LOW PRESSURE.,2023-02-07,,MU,NET
10002918,FSEC10020DXDNR1,lop alarm ckt 1,MUNET00002,IN02,SL2 - COPPER PIPE HAVING LEAKAGE.,2023-02-07,2023-03-10,MU,NET
10002918,FSEC10020DXDNR1,low Pressure CKT 2,MUNTT00002,IN02,C009 - PAC UNIT HAVING LOW PRESSURE.,2023-08-08,,MU,NTT
10002918,FSEC10020DXDNR1,low Pressure CKT 2,MUNTT00002,IN02,SL3 - EVAP. COIL LEAK,2023-08-11,2023-08-24,MU,NTT
10002918,FSEC10020DXDNR1,low Pressure CKT 2,MUNTT00002,IN02,EV1 - EVAP. HEADER LEAK.,2023-10-06,2023-10-18,MU,NTT
10002918,FSEC10020DXDNR1,Compressor faulty CKT 2,MUNTT00002,IN02,CO3 - COMP. INTERNAL SOUND.,2024-01-27,2024-02-13,MU,NTT
10002918,FSEC10020DXDNR1,Compressor Noisy,MUNTT00002,IN02,C004 - COMPRESSOR NOT WORKING.,2024-02-03,,MU,NTT
10002918,FSEC10020DXDNR1,High pressure alarm CKT 2,MUNTT00002,IN02,K05 - SMALL CNTRLR FAILURE,2024-04-03,2024-08-03,MU,NTT
10002918,FSEC10020DXDNR1,B phase burn,MUNTT00002,IN02,BO6  - BLOWER CONTACTOR OR MCB DEFECTIVE.,2024-09-20,2024-10-16,MU,NTT
10002918,FSEC10020DXDNR1,IDU blower faulty,MUNTT00002,IN02,BO4 -  BLOWER GROUND.,2024-10-30,2024-11-05,MU,NTT
10002918,FSEC10020DXDNR1,lop alarm,MUNTT00002,IN02,EV1 - EVAP. HEADER LEAK.,2024-12-04,2024-12-17,MU,NTT
10002918,FSEC10020DXDNR1,high pressure,MUNTT00002,IN02,DR1 - DRIER CHOKE.,2024-12-11,2024-12-17,MU,NTT
10002919,FSEC10020DXDNR1,Airflow Alarm,MUNET00002,IN02,BO1 -  BLOWER INTERNAL SOUND.,2020-09-22,2022-06-09,MU,NET
10002919,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00001,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-07-19,2021-11-16,MU,NET
10002919,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00001,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-07-19,2021-11-16,MU,NET
10002919,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00001,IN02,SL2 - COPPER PIPE HAVING LEAKAGE.,2021-07-19,2021-11-19,MU,NET
10002919,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00002,IN02,DR1 - DRIER CHOKE.,2021-07-19,2021-09-06,MU,NET
10002919,FSEC10020DXDNR1,lop alarm ckt 2,MUNET00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-07-30,2021-09-06,MU,NET
10002919,FSEC10020DXDNR1,high pressure alarm ckt 2,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2021-09-30,2021-11-19,MU,NET
10002919,FSEC10020DXDNR1,High pressure alarm CKT 1,MUNET00002,IN02,CU2 - CDS. U BEND LEAK.,2022-06-25,2022-08-02,MU,NET
10002919,FSEC10020DXDNR1,High pressure alarm CKT 1,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2022-09-13,2022-11-11,MU,NET
10002919,FSEC10020DXDNR1,compresser tripped ckt 2,MUNTT00002,IN02,CO1 - COMP. TAKING HIGH AMPHERE.,2023-08-21,2023-09-05,MU,NTT
10002919,FSEC10020DXDNR1,Condenser Replacement CKT 1,MUNTT00002,IN02,CO1 - COMMISSIONING OF UNITS ON SITE.,2023-08-26,2023-09-30,MU,NTT
10002919,FSEC10020DXDNR1,High pressure CKT 2,MUNTT00002,IN02,CF1 - CDS. FAN JAM.,2023-09-10,2023-10-18,MU,NTT
10002919,FSEC10020DXDNR1,compressor contactor defective,MUNTT00002,IN02,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2024-05-27,2024-08-03,MU,NTT
10002919,FSEC10020DXDNR1,Drier Chocked,MUNTT00002,IN02,CF1 - CDS. FAN JAM.,2024-06-13,2024-08-03,MU,NTT
10002919,FSEC10020DXDNR1,Comp. high Amps,MUNTT00002,IN02,CO3 - COMP. INTERNAL SOUND.,2024-09-26,2024-10-04,MU,NTT
10002920,FSEC03010DXDNR1,condenser reinstallition ,MUNET00002,IN02,CU3 - CDS. FINS CORRODE.,2022-01-12,2022-03-02,MU,NET
10002920,FSEC03010DXDNR1,condenser replacement work ,MUNET00002,IN02,CU3 - CDS. FINS CORRODE.,2022-07-28,2022-09-03,MU,NET
10002921,FSEC03010DXDNR1,lop alarm ckt 1,MUNET00002,IN02,DR1 - DRIER CHOKE.,2021-11-16,2021-12-01,MU,NET
10002921,FSEC03010DXDNR1,High pressure alarm CKT 1,MUNET00002,IN02,CF1 - CDS. FAN JAM.,2022-08-10,2022-09-19,MU,NET
10002921,FSEC03010DXDNR1,LP alarm,MUNTT00002,IN02,SL7 - LEAK THROUGH PIN VALVE,2024-07-23,2024-08-03,MU,NTT
10002925,FSEC08020DXDNR1,compressor tripping ckt I,MUNET00005,IN02,CO6 -  COMP. GROUND.,2020-03-31,2020-06-22,MU,NET
10002925,FSEC08020DXDNR1,lop ckt 1,MUNET00005,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-10-26,2021-06-19,MU,NET
10002925,FSEC08020DXDNR1,low pressure ckt 2,MUNET00005,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-06-18,2021-09-06,MU,NET
10002925,FSEC08020DXDNR1,Compressor defective  ckt 2,MUNET00005,IN02,CO3 - COMP. INTERNAL SOUND.,2021-08-04,2021-09-06,MU,NET
10002925,FSEC08020DXDNR1,High pressure alarm CKT 1,MUNET00005,IN02,CF1 - CDS. FAN JAM.,2022-08-17,2022-09-19,MU,NET
10002925,FSEC08020DXDNR1,High pressure alarm CKT 2,MUNET00005,IN02,CF1 - CDS. FAN JAM.,2022-12-03,2023-02-14,MU,NET
10002925,FSEC08020DXDNR1,low Pressure CKT 2,MUNET00005,IN02,SL6 - LEAK THROUGH LP SWITCH,2023-08-01,2023-08-14,MU,NET
10002925,FSEC08020DXDNR1,Not cooling,MUNET00005,IN02,CO2 - COMP. INTERNAL OVER LOAD TRIP.,2023-11-17,2024-02-13,MU,NET
10002925,FSEC08020DXDNR1,Lop ckt 1,MUNET00005,IN02,DR1 - DRIER CHOKE.,2023-12-05,2024-02-12,MU,NET
10002925,FSEC08020DXDNR1,Expansion Valve Defective 11 tr,MUNET00005,IN02,EX1 - EXV CHOKE.,2024-01-22,2024-02-12,MU,NET
10002925,FSEC08020DXDNR1,Expansion valve blocked ,MUNET00005,IN02,SL4 - CDS. COIL LEAK,2024-02-09,2024-02-13,MU,NET
10002925,FSEC08020DXDNR1,lop alarm ckt 2,MUNET00005,IN02,SL2 - COPPER PIPE HAVING LEAKAGE.,2024-05-09,2024-05-28,MU,NET
10002925,FSEC08020DXDNR1,LP alarm,MUNTT00005,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-06-21,2024-08-02,MU,NTT
10002925,FSEC08020DXDNR1,Gas Leak,MUNTT00005,IN02,SL2 - COPPER PIPE HAVING LEAKAGE.,2024-08-05,2024-08-20,MU,NTT
10002925,FSEC08020DXDNR1,Candenser Replace,MUNTT00005,IN02,SR2 - PROJECT/ REVAMP SITE VISIT,2024-08-30,2024-09-13,MU,NTT
10002925,FSEC08020DXDNR1,Comp. not working,MUNTT00005,IN02,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2025-01-21,,MU,NTT
10002926,FSEC08020DXDNR1,compressor tripped ckt 2,MUNET00005,IN02,CO3 - COMP. INTERNAL SOUND.,2021-09-21,2021-10-26,MU,NET
10002938,FSEC04310DXDNR1,,RANAT00001,IN05,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-08-13,2021-10-16,RA,NAT
10002942,FSEC05210DXDNR1,High Pressure Alarm,RANAT00001,IN05,CF6  - CDS. FAN TOUCHING THE GRILL.,2020-08-14,,RA,NAT
10002955,FSEC06520DXUPR1,high pressure alarm,MUWIP00001,IN02,CF1 - CDS. FAN JAM.,2021-04-15,2021-06-02,MU,WIP
10002955,FSEC06520DXUPR1,,MUWIP00001,IN02,CF1 - CDS. FAN JAM.,2021-05-28,2021-07-22,MU,WIP
10002955,FSEC06520DXUPR1,high pressure alarm ckt 1,MUWIP00001,IN02,CF1 - CDS. FAN JAM.,2021-07-27,2021-09-06,MU,WIP
10002955,FSEC06520DXUPR1,High pressure alarm CKT 2,MUWIP00001,IN02,CF1 - CDS. FAN JAM.,2022-07-19,2022-09-03,MU,WIP
10002955,FSEC06520DXUPR1,sequence issue,MUWIP00001,IN02,SE1 - SEQUENCING PROBLEM.,2024-11-25,2024-12-10,MU,WIP
10002957,FSEC06520DXUPR1,lop alarm ckt 2,MUWIP00001,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-09-28,2022-10-27,MU,WIP
10002957,FSEC06520DXUPR1,High Humidity,MUWIP00001,IN02,SE1 - SEQUENCING PROBLEM.,2023-03-21,2023-04-08,MU,WIP
10002958,FSEC06520DXUPR1,lop ckt 2,MUWIP00001,IN02,SL7 - LEAK THROUGH PIN VALVE,2020-01-10,2022-10-27,MU,WIP
10002958,FSEC06520DXUPR1,lop alarm ckt 2,MUWIP00001,IN02,SL3 - EVAP. COIL LEAK,2023-02-04,2023-02-14,MU,WIP
10002958,FSEC06520DXUPR1,low Pressure CKT 1,MUWIP00001,IN02,DR1 - DRIER CHOKE.,2023-09-22,2023-10-11,MU,WIP
10002971,FSEC0251ACWDNR1,low pressure alarm,PUBNY00003,IN03,C009 PAC UNIT HAVING LOW PRESSURE.,2023-12-28,,PU,BNY
10002985,FSEC0692ACWDNR1,Sweeting issue. ,PUNAT00001,IN03,C002 - WATER LEAKAGE FROM THE PAC UNIT .,2020-02-24,2024-01-01,PU,NAT
10002985,FSEC0692ACWDNR1,system leak,PUNAT00001,IN03,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-06-01,2020-07-09,PU,NAT
10002985,FSEC0692ACWDNR1,pac no 2 com 1 high pressure alarm ,PUNAT00001,IN03,CF2 - CDS. FAN GROUND.,2020-08-30,2023-11-10,PU,NAT
10002985,FSEC0692ACWDNR1,Low Pressure Alarm,PUNAT00001,IN03,SL3 - EVAP. COIL LEAK,2023-11-02,2024-01-01,PU,NAT
10002986,FSEC0692ACWDNR1,Sweeting issue.sita attended call,PUNAT00001,IN03,C002 - WATER LEAKAGE FROM THE PAC UNIT .,2020-03-04,2024-01-01,PU,NAT
10002986,FSEC0692ACWDNR1,PAC No. 03 having HP alarm,PUNAT00001,IN03,CF1 - CDS. FAN JAM.,2020-07-11,2024-01-02,PU,NAT
10002986,FSEC0692ACWDNR1,Water leakage from PAC Units ,PUNAT00001,IN03,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2022-07-14,2024-12-12,PU,NAT
10002986,FSEC0692ACWDNR1,Sweating issue,PUNAT00001,IN03,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2023-07-05,2024-04-16,PU,NAT
10003004,FBAS02210DXDNR1,unit not working,GUCHO00001,IN06,SA1 - SATS FAULTY.,2020-03-07,2020-06-29,GU,CHO
10003004,FBAS02210DXDNR1,unit Not Working ,GUCHO00001,IN06,RT1 - RATS FAULTY,2021-02-03,2021-12-02,GU,CHO
10003004,FBAS02210DXDNR1,,GUCHO00001,IN06,CO3 - COMP. INTERNAL SOUND.,2021-03-29,2021-06-15,GU,CHO
10003004,FBAS02210DXDNR1,,DESKY00002,IN06,SR1 - TO CHECK THE UNIT STATUS.,2023-03-17,,DE,SKY
10003004,FBAS02210DXDNR1,,DESKY00002,IN06,B10 - BLOWER PCB NOT WORKING,2023-03-24,,DE,SKY
10003004,FBAS02210DXDNR1,,DESKY00002,IN06,SR1 - TO CHECK THE UNIT STATUS.,2023-04-07,,DE,SKY
10003005,FBAS02210DXDNR1,unit not working,GUCHO00001,IN06,RT1 - RATS FAULTY,2020-03-07,2020-06-29,GU,CHO
10003005,FBAS02210DXDNR1,,GUCHO00001,IN06,SR1 - TO CHECK THE UNIT STATUS.,2021-03-27,,GU,CHO
10003005,FBAS02210DXDNR1,,DESKY00002,IN06,CF8 - CDS. FAN CONNECTOR BURNT,2023-03-13,,DE,SKY
10003021,FSEC08520DXDNR1,ioc not working,MURPP00001,IN02,KO1 - CONTROLLER SCREEN BLANK .,2023-04-01,2023-04-08,MU,RPP
10003021,FSEC08520DXDNR1,drier filter block,MURPP00001,IN02,C001 - HIGH TEMPERATURE IN DATA CENTER.,2023-04-06,,MU,RPP
10003021,FSEC08520DXDNR1,drier filter block,MURPP00001,IN02,DR1 - DRIER CHOKE.,2023-04-06,2023-04-15,MU,RPP
10003021,FSEC08520DXDNR1,LOP Alarm,MURPP00001,IN02,DR1 - DRIER CHOKE.,2023-04-07,2023-04-08,MU,RPP
10003021,FSEC08520DXDNR1,Ball valve Leakage,MURPP00001,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-01-27,2024-02-24,MU,RPP
10003021,FSEC08520DXDNR1,ODU replace ,MURPP00001,IN02,C014 - SURVEY FOR AMC / REVAMP / RETROFITMENT,2024-12-19,,MU,RPP
10003022,FSEC08520DXDNR1,high pressure alarm,MUJIO00015,IN02,CF5  - CDS. PRESSURE SWITCH DEFECTIVE.,2021-03-29,2021-04-08,MU,JIO
10003022,FSEC08520DXDNR1,Outdoor shifting,MURPP00001,IN02,SR2 - PROJECT/ REVAMP SITE VISIT,2023-06-08,2023-06-20,MU,RPP
10003022,FSEC08520DXDNR1,ODU fab motor defective,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2023-10-12,2023-10-18,MU,RPP
10003022,FSEC08520DXDNR1,Temperature not maintain ,MURPP00001,IN02,RT1 - RATS FAULTY,2023-12-12,2024-11-06,MU,RPP
10003022,FSEC08520DXDNR1,Temperature sensor issue,MURPP00001,IN02,KO1 - CONTROLLER SCREEN BLANK .,2024-02-28,2024-03-02,MU,RPP
10003022,FSEC08520DXDNR1,ODU fan motor defective,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2024-06-13,2024-06-18,MU,RPP
10003022,FSEC08520DXDNR1,Drier Chocked,MURPP00001,IN02,C11 - COMP. OVERHEATING,2024-07-30,2024-08-03,MU,RPP
10003022,FSEC08520DXDNR1,ODU fan motor defective,MURPP00001,IN02,C010 - PAC UNIT HAVING HIGH PRESSURE.,2024-09-09,,MU,RPP
10003022,FSEC08520DXDNR1,ODU fan motor defective,MURPP00001,IN02,C010 - PAC UNIT HAVING HIGH PRESSURE.,2024-09-09,,MU,RPP
10003022,FSEC08520DXDNR1,ODU fan motor defective,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2024-09-14,2024-10-03,MU,RPP
10003022,FSEC08520DXDNR1,ODU replace ,MURPP00001,IN02,C014 - SURVEY FOR AMC / REVAMP / RETROFITMENT,2024-12-20,,MU,RPP
10003023,FSEC08520DXDNR1,hp alarm ,MUJIO00015,IN02,CF1 - CDS. FAN JAM.,2020-02-13,2020-03-13,MU,JIO
10003023,FSEC08520DXDNR1,High pressure alarm ,MUJIO00015,IN02,CF1 - CDS. FAN JAM.,2021-12-23,2022-01-10,MU,JIO
10003023,FSEC08520DXDNR1,High pressure alarm CKT 1,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2022-11-30,2022-12-29,MU,RPP
10003023,FSEC08520DXDNR1,ODU replace ,MURPP00001,IN02,C014 - SURVEY FOR AMC / REVAMP / RETROFITMENT,2024-12-20,,MU,RPP
10003024,FSEC08520DXDNR1,IOC not working,MUJIO00015,IN02,KO1 - CONTROLLER SCREEN BLANK .,2021-04-20,2021-06-02,MU,JIO
10003024,FSEC08520DXDNR1,High pressure alarm CKT 2,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2023-03-20,2023-04-08,MU,RPP
10003024,FSEC08520DXDNR1,ODU fab motor defective,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2023-06-03,2023-06-14,MU,RPP
10003024,FSEC08520DXDNR1,Gas Leak,MURPP00001,IN02,CU2 - CDS. U BEND LEAK.,2023-06-25,2023-08-14,MU,RPP
10003024,FSEC08520DXDNR1,Compressor faulty,MURPP00001,IN02,CO6 -  COMP. GROUND.,2023-10-05,2023-10-11,MU,RPP
10003024,FSEC08520DXDNR1,High pressure alarm CKT 1,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2024-04-29,2024-05-28,MU,RPP
10003024,FSEC08520DXDNR1,ODU replace ,MURPP00001,IN02,C014 - SURVEY FOR AMC / REVAMP / RETROFITMENT,2024-12-11,,MU,RPP
10003025,FODUHR70001,HP alarm,MUJIO00015,IN02,CF1 - CDS. FAN JAM.,2021-06-26,2021-07-21,MU,JIO
10003032,FODUHR70001,ODU fab motor defective,MURPP00001,IN02,CF1 - CDS. FAN JAM.,2023-08-07,2023-09-11,MU,RPP
10003033,FSEC03510DXDNR1,lop alarm,MUSAN00002,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-10-12,2022-10-27,MU,SAN
10003033,FSEC03510DXDNR1,lop alarm,MUSAN00002,IN02,SL6 - LEAK THROUGH LP SWITCH,2022-11-02,2022-11-22,MU,SAN
10003033,FSEC03510DXDNR1,compressor contactor faulty,MUSAN00002,IN02,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2024-05-08,2024-05-15,MU,SAN
10003034,FSEC03510DXDNR1,LOP Alarm ,MUSAN00002,IN02,SL7 - LEAK THROUGH PIN VALVE,2021-10-11,2021-10-26,MU,SAN
10003034,FSEC03510DXDNR1,contactor faulty,MUSAN00002,IN02,C004 - COMPRESSOR NOT WORKING.,2024-04-26,,MU,SAN
10003034,FSEC03510DXDNR1,contactor faulty,MUSAN00002,IN02,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2024-04-26,2024-05-28,MU,SAN
10003043,FBAS06520DXDNR1,no proper cooling,MUECL00001,IN02,EV3 - EVAP. COIL HAVING OIL TRACE.,2020-07-29,2021-02-02,MU,ECL
10003043,FBAS06520DXDNR1,indore blower noise,MUECL00001,IN02,BO1 -  BLOWER INTERNAL SOUND.,2021-01-05,2021-02-02,MU,ECL
10003044,FBAS06520DXDNR1,Compressor  not working,MUECL00001,IN02,CO2 - COMP. INTERNAL OVER LOAD TRIP.,2020-02-27,2020-03-13,MU,ECL
10003044,FBAS06520DXDNR1,high pressure ckt 1,MUECL00001,IN02,CF1 - CDS. FAN JAM.,2020-04-17,2020-10-14,MU,ECL
10003044,FBAS06520DXDNR1,compresser tripped,MUECL00001,IN02,CO1 - COMP. TAKING HIGH AMPHERE.,2022-04-28,2022-05-16,MU,ECL
10003044,FBAS06520DXDNR1,lop alarm ckt 2,MUECL00001,IN02,SL6 - LEAK THROUGH LP SWITCH,2023-01-24,2023-02-14,MU,ECL
10003044,FBAS06520DXDNR1,high pressure alarm,MUECL00001,IN02,CF1 - CDS. FAN JAM.,2023-04-04,2023-04-08,MU,ECL
10003045,FBAS06520DXDNR1,High pressure alarm CKT 1,MUECL00001,IN02,CF1 - CDS. FAN JAM.,2022-01-05,2022-02-15,MU,ECL
10003045,FBAS06520DXDNR1,High pressure alarm CKT 1,MUECL00001,IN02,CF1 - CDS. FAN JAM.,2022-12-08,2022-12-29,MU,ECL
10003045,FBAS06520DXDNR1,High pressure alarm CKT 2,MUECL00001,IN02,CF1 - CDS. FAN JAM.,2023-01-07,2023-02-14,MU,ECL
10003045,FBAS06520DXDNR1,High pressure alarm CKT 2,MUECL00001,IN02,CF1 - CDS. FAN JAM.,2023-01-16,2023-02-14,MU,ECL
10003047,FSEC05210DXDNR1,HP alarm,MUPUN00001,IN02,CO2 - COMP. INTERNAL OVER LOAD TRIP.,2020-06-08,2020-07-08,MU,PUN
10003047,FSEC05210DXDNR1,HP alarm,MUPUN00001,IN02,CF1 - CDS. FAN JAM.,2021-01-04,2021-02-02,MU,PUN
10003047,FSEC05210DXDNR1,outdoor unit not working,MUPUN00001,IN02,CF1 - CDS. FAN JAM.,2022-03-30,2022-05-16,MU,PUN
10003047,FSEC05210DXDNR1,ODU fab motor defective,MUPUN00001,IN02,CF1 - CDS. FAN JAM.,2023-08-23,2023-09-05,MU,PUN
10003047,FSEC05210DXDNR1,ODU fab motor noisy,MUPUN00001,IN02,CF4  - CDS. FAN INTERNAL SOUND.,2024-06-13,2024-06-18,MU,PUN
10003047,FSEC05210DXDNR1,ODU fan motor defective,MUPUN00001,IN02,CF1 - CDS. FAN JAM.,2024-06-29,2024-08-02,MU,PUN
10003052,FSEC08020DXDNR2,lop alarm ckt 2,MUTCS00006,IN02,SL7 - LEAK THROUGH PIN VALVE,2022-01-05,2022-01-13,MU,TCS
10003053,FSEC08020DXDNR2,lop alarm ckt 2,MUTCS00006,IN02,SL7 - LEAK THROUGH PIN VALVE,2021-08-24,2021-09-24,MU,TCS
10003053,FSEC08020DXDNR2,lop alarm ckt 2,MUTCS00006,IN02,SL7 - LEAK THROUGH PIN VALVE,2022-02-25,2022-03-02,MU,TCS
10003054,FSEC08020DXDNR2,Isolator faulty,MUTCS00006,IN02,KO1 - CONTROLLER SCREEN BLANK .,2023-07-27,2023-08-14,MU,TCS
10003054,FSEC08020DXDNR2,low Pressure CKT 1,MUTCS00006,IN02,SL7 - LEAK THROUGH PIN VALVE,2023-09-29,2023-10-03,MU,TCS
10003054,FSEC08020DXDNR2,Isolator faulty,MUTCS00006,IN02,CO1 - COMP. TAKING HIGH AMPHERE.,2024-01-08,2024-10-01,MU,TCS
10003054,FSEC08020DXDNR2,ODU fan motor defective,MUTCS00006,IN02,CF1 - CDS. FAN JAM.,2024-08-21,2024-12-10,MU,TCS
