equipment_id,model_number,description,client_id,plant_code,technical_fault_code,created_at_date,closed_at_date,city,client_sf
10000001,FSEC01600CWDFR0,Airflow Alarm,MUNIK00002,IN02,BO5 -  BLOWER NOT WORKING.,2021-01-23,2021-02-09,MU,NIK
10000001,FSEC01600CWDFR0,Airflow alarm,MUNIK00002,IN02,K06 - BIG CNTRLR INPUT CARD FAILURE,2022-04-20,2022-05-16,MU,NIK
10000064,FSEC03000CWDFR0,,CHNAT00001,IN12,CO1 - COMP. TAKING HIGH AMPHERE.,2023-04-21,2023-04-24,CH,NAT
10000083,FSEC01610DXUPR1,,NOBHA00014,IN07,CO3 - COMP. INTERNAL SOUND.,2021-08-19,,NO,BHA
10000084,FSEC01610DXUPR1,,NOBHA00014,IN07,KO1 - CONTROLLER SCREEN BLANK .,2022-03-24,2022-02-04,NO,BHA
10000091,FSEC07020DXDNR1,,HYBHA00001,IN10,C006 - PAC UNIT HAVING SOUND.,2024-11-02,2024-11-26,HY,BHA
10000322,FSEC03510DXUPR1,,HYHON00001,IN10,CF4  - CDS. FAN INTERNAL SOUND.,2020-01-27,2020-01-29,HY,HON
10000322,FSEC03510DXUPR1,Outdoor fan  motor replacement work,HYHON00001,IN10,CF4  - CDS. FAN INTERNAL SOUND.,2020-02-03,2020-02-03,HY,HON
10000322,FSEC03510DXUPR1,Out door noise complaint,HYCBR00003,IN10,CF6  - CDS. FAN TOUCHING THE GRILL.,2020-02-06,2020-02-10,HY,CBR
10000322,FSEC03510DXUPR1,Outdoor fan guard replacement work,HYHON00001,IN10,CF6  - CDS. FAN TOUCHING THE GRILL.,2020-02-20,2020-03-02,HY,HON
10000349,FSEC02710DXDNR1,Low Pressure Alarm,NOMCG00001,IN07,SL4 - CDS. COIL LEAK,2020-08-25,2020-09-04,NO,MCG
10000349,FSEC02710DXDNR1,,NOMCG00001,IN07,SR1 - TO CHECK THE UNIT STATUS.,2023-07-19,,NO,MCG
10000416,FSEC15000CWDFR0,lop alarm,AHREL00001,IN04,SL6 - LEAK THROUGH LP SWITCH,2024-07-16,2024-10-09,AH,REL
10000429,FSEC03510DXDNR2,IOC communication issue ,MUCMA00002,IN02,BM1 - BMS COMMUNICATION FAIL.,2022-11-30,2022-12-03,MU,CMA
10000494,FSEC04310DXDNR1,pac 2 lp alram,BAALT00002,IN11,CO1 - COMMISSIONING OF UNITS ON SITE.,2022-08-10,2022-09-08,BA,ALT
10000494,FSEC04310DXDNR1,pac 1 drain pump not working,BAALT00002,IN11,DP3 - DRAIN PUMP NOT WORKING,2023-07-25,2023-08-17,BA,ALT
10000494,FSEC04310DXDNR1,pac 1 no cooling ,BAALT00006,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-11-18,2024-12-11,BA,ALT
10000495,FSEC04310DXDNR1,Pac 2 compressor not working ,BAALT00002,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2023-08-09,2023-09-05,BA,ALT
10000495,FSEC04310DXDNR1,pac 1 phase fail,BAALT00002,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-10-04,2023-11-09,BA,ALT
10000495,FSEC04310DXDNR1,pac 2 phase fail,BAALT00006,IN11,K08 - SMPS FAILURE,2024-08-09,2024-09-14,BA,ALT
10000498,FSEC03510DXUPR1,Drain pump not working,MUQUI00002,IN02,BO1 -  BLOWER INTERNAL SOUND.,2023-04-10,2023-04-15,MU,QUI
10000498,FSEC03510DXUPR1,Drain pump not working,MUQUI00002,IN02,DP3 - DRAIN PUMP NOT WORKING,2024-07-10,2024-08-02,MU,QUI
10000500,FSEC02710DXUPR1,Drain pump fail,MUQUI00002,IN02,WAT1 - PAC INSIDE WATER ACCUMULATIONN.,2022-05-02,2022-05-16,MU,QUI
10000500,FSEC02710DXUPR1,High pressure alarm ,MUQUI00002,IN02,CF7 - CDS. TRIPPER SWITCH FAULTY.,2022-07-19,2022-08-02,MU,QUI
10000508,FSEC02710DXDNR1,PAC - 2,HYTST00001,IN10,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-11-26,2021-02-02,HY,TST
10000508,FSEC02710DXDNR1,,HYTRA00001,IN10,KO4 - CONTROLLER GOT SHORT CIRCUIT.,2022-02-28,2023-06-15,HY,TRA
10000508,FSEC02710DXDNR1,,HYTRA00001,IN10,SE1 - SEQUENCING PROBLEM.,2024-01-22,2024-01-27,HY,TRA
10000508,FSEC02710DXDNR1,,HYTRA00001,IN10,K07 - BIG CNTRLR OUTPUT CARD FAILURE,2024-01-30,2024-01-31,HY,TRA
10000508,FSEC02710DXDNR1,,HYTRA00001,IN10,BM1 - BMS COMMUNICATION FAIL.,2024-05-07,2024-05-19,HY,TRA
10000546,FSEC03510DXDNR1,,CHIBM00001,IN12,CO2 - COMP. INTERNAL OVER LOAD TRIP.,2020-03-16,2024-03-12,CH,IBM
10000568,FSEC06920DXDNR1,,DEAIR00003,IN05,DA2  - ACTUATOR WIRING PROBLEM,2022-04-28,,DE,AIR
10000568,FSEC06920DXDNR1,,DEAIR00003,IN05,CF1 - CDS. FAN JAM.,2023-09-14,,DE,AIR
10000568,FSEC06920DXDNR1,,DEAIR00003,IN05,EX1 - EXV CHOKE.,2025-01-28,,DE,AIR
10000719,FSEC03510DXDNR1,Pac water leakage,BABHA00003,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-08-06,2020-08-27,BA,BHA
10000719,FSEC03510DXDNR1,pac 1 lp alram,BABHA00003,IN11,CF1 - CDS. FAN JAM.,2020-08-31,2020-12-10,BA,BHA
10000725,FSEC03610DXDNR1,Low temprature on PAC unit & temp not maintain,PUUBS00002,IN03,C001 - HIGH TEMPERATURE IN DATA CENTER.,2021-08-30,2024-01-02,PU,UBS
10000725,FSEC03610DXDNR1,Water leakage call - Drain pump ,PUUBS00002,IN03,DP3 - DRAIN PUMP NOT WORKING,2024-02-02,2024-04-17,PU,UBS
10000725,FSEC03610DXDNR1,Icon Not Showing ,PUUBS00002,IN03,KO1 - CONTROLLER SCREEN BLANK .,2024-11-29,,PU,UBS
10000729,FSEC03610DXDNR1,i con not showing,PUUBS00002,IN03,C034 - LLS ALARM,2021-08-28,2024-03-10,PU,UBS
10000751,FSECA802ACWDNR1,Low pressure alarm,NOTAT00004,IN07,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-11-07,2021-02-03,NO,TAT
10000751,FSECA802ACWDNR1,,NOTAT00002,IN07,CU2 - CDS. U BEND LEAK.,2022-09-26,,NO,TAT
10000751,FSECA802ACWDNR1,,NOTAT00002,IN07,RH2 - RAHS RECALLIBIRATION.,2023-02-14,,NO,TAT
10000751,FSECA802ACWDNR1,,NOTAT00002,IN07,EC2  - SETPOINT TOO LOW,2023-12-12,,NO,TAT
10000751,FSECA802ACWDNR1,,NOTAT00002,IN07,CF8 - CDS. FAN CONNECTOR BURNT,2024-05-09,2024-07-06,NO,TAT
10000751,FSECA802ACWDNR1,,NOTAT00002,IN07,C008 - PAC  CONDENSER  HAVING SOUND.,2024-12-13,,NO,TAT
10000752,FSECA802ACWDNR1,Low Pressure Alarm,NOTCS00001,IN07,SL4 - CDS. COIL LEAK,2020-08-17,,NO,TCS
10000752,FSECA802ACWDNR1,Low pressure alarm,NOTAT00004,IN07,CU1 - CDS. HEADER LEAKAGE.,2020-11-07,2021-02-03,NO,TAT
10000752,FSECA802ACWDNR1,,NOTAT00002,IN07,CU2 - CDS. U BEND LEAK.,2022-10-01,2022-07-10,NO,TAT
10000752,FSECA802ACWDNR1,,NOTAT00002,IN07,RH2 - RAHS RECALLIBIRATION.,2023-07-22,,NO,TAT
10000752,FSECA802ACWDNR1,,NOTAT00002,IN07,BM5 - INTERNAL LOOPING WIRING LOOSE,2023-12-25,2024-05-01,NO,TAT
10000752,FSECA802ACWDNR1,,NOTAT00002,IN07,BM4 - UNIT IP ADDRESS WRONG,2024-11-15,,NO,TAT
10000753,FSECA802ACWDNR1,Low pressure alarm,NOTCS00001,IN07,CU1 - CDS. HEADER LEAKAGE.,2020-04-09,2020-08-10,NO,TCS
10000753,FSECA802ACWDNR1,unit  Not Working,NOTAT00004,IN07,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2021-05-13,2021-06-15,NO,TAT
10000753,FSECA802ACWDNR1,,NOTAT00002,IN07,CU2 - CDS. U BEND LEAK.,2022-09-29,2022-01-10,NO,TAT
10000753,FSECA802ACWDNR1,,NOTAT00002,IN07,SR1 - TO CHECK THE UNIT STATUS.,2024-07-12,2024-12-07,NO,TAT
10000776,FSEC04310DXDNR2,contactor replacement ,HYDIV00001,IN10,DR1 - DRIER CHOKE.,2021-11-15,2023-12-26,HY,DIV
10000790,FSEC01610DXDNR2,CABLE GAS OIL SUPPLY & CMS UNDER BILLING,HYHON00001,IN10,C016 - COMMISSIONING REQUEST FROM PROJECT TEAM,2024-10-23,2024-11-28,HY,HON
10000790,FSEC01610DXDNR2,,HYHON00001,IN10,CO1 - COMMISSIONING OF UNITS ON SITE.,2024-11-18,2025-01-27,HY,HON
10000790,FSEC01610DXDNR2,,HYHON00001,IN10,DR1 - DRIER CHOKE.,2024-11-19,2024-12-25,HY,HON
10000794,FSEC04510DXDNR1,Unit Not Working ,NOINT00001,IN07,KO1 - CONTROLLER SCREEN BLANK .,2020-06-01,2020-12-08,NO,INT
10000795,FSEC04510DXDNR1,,NOINT00002,IN07,CF1 - CDS. FAN JAM.,2023-07-29,,NO,INT
10000795,FSEC04510DXDNR1,,NOINT00002,IN07,KO1 - CONTROLLER SCREEN BLANK .,2024-07-26,2024-07-08,NO,INT
10000798,FSEC03010DXDNR1,pac 2 compressor not working,BAKAS00001,IN11,CO1 - COMP. TAKING HIGH AMPHERE.,2022-11-25,2022-12-27,BA,KAS
10000844,FSEC03510DXDNR2,Low Pressure Alarm,NOEXL00003,IN07,EC2  - SETPOINT TOO LOW,2020-03-07,2020-08-07,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,SL4 - CDS. COIL LEAK,2021-11-17,2022-01-22,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,CU4 - CDS. PRESSURE SWITCH  DEFECT,2022-01-27,,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,C08 - TRIPPED DUE TO LOW AMBIENT,2022-03-03,2022-03-03,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,SL3 - EVAP. COIL LEAK,2022-04-06,,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,HU1 - HUM.NOT WORKING.,2022-06-11,2022-08-08,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,SH2 - SARHS RECALLIBIRATION.,2022-07-11,2022-08-08,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,CF5  - CDS. PRESSURE SWITCH DEFECTIVE.,2022-09-10,2022-11-22,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,C08 - TRIPPED DUE TO LOW AMBIENT,2022-11-14,,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,BO1 -  BLOWER INTERNAL SOUND.,2022-12-03,2022-04-12,NO,EXL
10000844,FSEC03510DXDNR2,,NOEXL00003,IN07,CF5  - CDS. PRESSURE SWITCH DEFECTIVE.,2022-12-21,,NO,EXL
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2023-05-22,,KE,OUT
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2023-08-08,,KE,OUT
10000844,FSEC03510DXDNR2,gas leak,KEOUT00003,IN07,C009 PAC UNIT HAVING LOW PRESSURE.,2023-08-19,,KE,OUT
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2023-11-09,,KE,OUT
10000844,FSEC03510DXDNR2,compressor not working ,KEOUT00003,IN07,C004 COMPRESSOR NOT WORKING.,2024-01-01,,KE,OUT
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-01-31,,KE,OUT
10000844,FSEC03510DXDNR2,Gas leak ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-02-20,,KE,OUT
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-04-19,,KE,OUT
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-04-19,,KE,OUT
10000844,FSEC03510DXDNR2,Gas leak ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-04-20,,KE,OUT
10000844,FSEC03510DXDNR2,gas leak ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-05-21,,KE,OUT
10000844,FSEC03510DXDNR2,expansion valve block ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-09-05,,KE,OUT
10000844,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-11-01,,KE,OUT
10000844,FSEC03510DXDNR2,Gas Leak,KEOUT00003,IN13,SL3 - EVAP. COIL LEAK,2023-08-21,2023-10-04,KE,OUT
10000844,FSEC03510DXDNR2,PAC compressor nit working ,KEOUT00003,IN13,CO6 -  COMP. GROUND.,2024-01-01,2024-01-31,KE,OUT
10000844,FSEC03510DXDNR2,Gas Leak,KEOUT00003,IN13,DR1 - DRIER CHOKE.,2024-02-21,2024-04-19,KE,OUT
10000844,FSEC03510DXDNR2,,KEOUT00003,IN13,SL2 - COPPER PIPE HAVING LEAKAGE.,2024-04-20,2024-08-29,KE,OUT
10000844,FSEC03510DXDNR2,Low Cooling ,KEOUT00003,IN13,SL1 - COPPER PIPE HAVING OIL TRACE.,2024-05-23,2024-05-27,KE,OUT
10000844,FSEC03510DXDNR2,Lp alaram,KEOUT00003,IN13,SL2 - COPPER PIPE HAVING LEAKAGE.,2024-11-23,2024-11-28,KE,OUT
10000845,FSEC03510DXDNR2,,NOEXL00003,IN07,CU1 - CDS. HEADER LEAKAGE.,2021-07-20,,NO,EXL
10000845,FSEC03510DXDNR2,,NOEXL00003,IN07,HU4 - HUM.WATER LEVEL SENSER DEFECTIVE.,2021-08-07,2021-08-07,NO,EXL
10000845,FSEC03510DXDNR2,,NOEXL00003,IN07,EC2  - SETPOINT TOO LOW,2021-11-24,,NO,EXL
10000845,FSEC03510DXDNR2,,NOEXL00003,IN07,C11 - COMP. OVERHEATING,2021-11-30,2022-06-08,NO,EXL
10000845,FSEC03510DXDNR2,,NOEXL00003,IN07,CF8 - CDS. FAN CONNECTOR BURNT,2021-12-23,,NO,EXL
10000845,FSEC03510DXDNR2,,KEOUT00003,IN07,C009 PAC UNIT HAVING LOW PRESSURE.,2024-01-31,,KE,OUT
10000845,FSEC03510DXDNR2,Gas top-up ,KEOUT00003,IN07,C009 PAC UNIT HAVING LOW PRESSURE.,2024-01-31,,KE,OUT
10000845,FSEC03510DXDNR2,low pressure ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-07-04,,KE,OUT
10000845,FSEC03510DXDNR2,electronic expansion valve difective ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-10-01,,KE,OUT
10000845,FSEC03510DXDNR2,service ,KEOUT00003,IN07,C001 HIGH TEMPERATURE IN DATA CENTER.,2024-11-01,,KE,OUT
10000845,FSEC03510DXDNR2,Low Cooling ,KEOUT00003,IN13,SL7 - LEAK THROUGH PIN VALVE,2024-01-31,2024-04-19,KE,OUT
10000864,FODUHR70001,,CHRBS00001,IN12,CF1 - CDS. FAN JAM.,2021-12-18,2024-03-12,CH,RBS
10000864,FODUHR70001,,CHRBS00001,IN12,CF1 - CDS. FAN JAM.,2022-04-26,2024-03-12,CH,RBS
10000914,FSEC04310DXUPR2,,CHINT00001,IN12,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2023-06-19,2023-10-04,CH,INT
10000914,FSEC04310DXUPR2,,CHINT00001,IN12,EX1 - EXV CHOKE.,2024-08-22,2024-09-25,CH,INT
10000917,FSEC04310DXDNR1,pac 5 water leak,BAWIP00009,IN11,SR1 - TO CHECK THE UNIT STATUS.,2020-03-10,2020-06-01,BA,WIP
10000917,FSEC04310DXDNR1,pac 5 lp,BAWIP00009,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-01-20,2021-02-05,BA,WIP
10000917,FSEC04310DXDNR1,datacenter pac 5 lp alarm ,BAWIP00009,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2021-08-27,2021-10-01,BA,WIP
10000917,FSEC04310DXDNR1,T A pac 5 lp alarm ,BAWIP00009,IN11,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-10-14,2022-11-11,BA,WIP
10000918,FSEC04310DXDNR1,wipro ec 2 data center pac 6 lp,BAWIP00009,IN11,BO1 -  BLOWER INTERNAL SOUND.,2023-02-02,2023-02-20,BA,WIP
10000924,FSEC02510DXDNR1,,CHUFO00001,IN12,DR1 - DRIER CHOKE.,2020-02-19,2020-02-21,CH,UFO
10000924,FSEC02510DXDNR1,,CHUFO00001,IN12,CF4  - CDS. FAN INTERNAL SOUND.,2021-12-01,2024-03-12,CH,UFO
10000932,FSEC02210DXDNR1,Low Pressure Alarm,DEDEL00001,IN05,SL1 - COPPER PIPE HAVING OIL TRACE.,2020-03-18,2020-07-07,DE,DEL
10000932,FSEC02210DXDNR1,Low pressure alarm,DEDEL00001,IN05,SL2 - COPPER PIPE HAVING LEAKAGE.,2020-11-04,2021-08-05,DE,DEL
10000932,FSEC02210DXDNR1,,DEDEL00001,IN05,CO2 - COMP. INTERNAL OVER LOAD TRIP.,2022-03-16,,DE,DEL
10000932,FSEC02210DXDNR1,,DEDEL00001,IN05,DP1 - DRAIN PIPE LEAKAGE OR BROKEN.,2022-10-21,,DE,DEL
10000932,FSEC02210DXDNR1,,DEDEL00001,IN05,C08 - TRIPPED DUE TO LOW AMBIENT,2023-01-12,,DE,DEL
10000932,FSEC02210DXDNR1,,DEDEL00001,IN05,CU1 - CDS. HEADER LEAKAGE.,2023-09-04,,DE,DEL
10001003,FSEC08020DXDNR1,high pressure ckt 2,MUACC00001,IN02,CF1 - CDS. FAN JAM.,2020-08-27,2021-02-02,MU,ACC
10001003,FSEC08020DXDNR1,HP alarm,MUACC00001,IN02,CF1 - CDS. FAN JAM.,2020-09-16,2020-10-14,MU,ACC
10001004,FSEC08020DXDNR1,Airflow alarm,MUACC00001,IN02,BO5 -  BLOWER NOT WORKING.,2021-12-07,2022-01-10,MU,ACC
10001004,FSEC08020DXDNR1,High Humidity,MUACC00001,IN02,C003 - HUMIDITY IS NOT MAINTAINING.,2023-07-03,,MU,ACC
10001004,FSEC08020DXDNR1,High Humidity,MUACC00001,IN02,HO1 - HEATER NOT WORKING.,2023-07-03,2023-07-08,MU,ACC
10001004,FSEC08020DXDNR1,LOP alarm,MUACC00001,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2023-12-04,2024-02-12,MU,ACC
10001005,FSEC08020DXDNR1,ODU fab motor defective,MUACC00001,IN02,CF1 - CDS. FAN JAM.,2023-05-25,2023-06-14,MU,ACC
10001005,FSEC08020DXDNR1,lop alarm,MUACC00001,IN02,SL2 - COPPER PIPE HAVING LEAKAGE.,2024-10-24,2024-11-30,MU,ACC
10001006,FSEC08020DXDNR1,lop alarm,MUACC00001,IN02,SL7 - LEAK THROUGH PIN VALVE,2022-03-19,2022-03-31,MU,ACC
10001006,FSEC08020DXDNR1,lop alarm,MUACC00001,IN02,SL1 - COPPER PIPE HAVING OIL TRACE.,2022-06-04,2022-06-09,MU,ACC
10001011,FSEC03000CWDFR0,Cw actuator not working ,BAIBM00004,IN11,C028 - CW ACTUATOR NOT WORKING,2024-12-30,,BA,IBM
10001012,FSEC03000CWDFR0,pac  indoor fan not working,BAIBM00004,IN11,BO5 -  BLOWER NOT WORKING.,2023-03-31,2023-04-08,BA,IBM
10001012,FSEC03000CWDFR0,4th floor hub room pac 2 no cooling ,BAIBM00004,IN11,SR1 - TO CHECK THE UNIT STATUS.,2025-01-30,2025-04-02,BA,IBM
10001021,FSEC04310DXDNR2,,HYNTT00001,IN10,B09 - AIR FLOW SENSOR NOT WORKING,2023-06-08,2023-06-10,HY,NTT
10001021,FSEC04310DXDNR2,,HYNTT00001,IN10,B08 - FAN INLET RING BROKEN,2023-06-10,2023-06-12,HY,NTT
10001021,FSEC04310DXDNR2,,HYNTT00001,IN10,B08 - FAN INLET RING BROKEN,2023-07-14,2023-07-22,HY,NTT
10001021,FSEC04310DXDNR2,,HYNTT00001,IN10,RT1 - RATS FAULTY,2023-11-15,2023-12-19,HY,NTT
10001021,FSEC04310DXDNR2,,HYNTT00002,IN10,C010 - PAC UNIT HAVING HIGH PRESSURE.,2024-06-22,2024-06-25,HY,NTT
10001021,FSEC04310DXDNR2,,HYNTT00002,IN10,SHT1 - PLANNED SHUTDOWN,2024-06-22,2024-06-26,HY,NTT
10001064,FSEC04310DXDNR1,water leakge & drain pump not working ,PUSIE00001,IN03,DR1 - DRIER CHOKE.,2021-11-08,2024-01-02,PU,SIE
10001066,FODUHR56001, abnormal noise in ODU fan,PUSIE00001,IN03,CF4  - CDS. FAN INTERNAL SOUND.,2023-10-10,2023-10-31,PU,SIE
10001072,FSEC05000CWUFR0,2nd floor pac 18 mcb not working,BAARR00002,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-08-04,2023-08-17,BA,ARR
10001073,FSEC15000CWUFR0,1st floor pac 10 display not working,BAARR00002,IN11,SR1 - TO CHECK THE UNIT STATUS.,2023-10-26,2024-01-15,BA,ARR
10001085,FSEC11000CWUFR0,display blank ,BAARR00002,IN11,KO1 - CONTROLLER SCREEN BLANK .,2023-06-24,2023-08-17,BA,ARR
10001088,FSEC08020DXDNR2,data center pac 2 no cooling,BAARR00002,IN11,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2021-04-30,2021-07-08,BA,ARR
10001088,FSEC08020DXDNR2,data center pac 1 water leak,BAARR00002,IN11,DP1 - DRAIN PIPE LEAKAGE OR BROKEN.,2023-05-04,2023-05-15,BA,ARR
10001088,FSEC08020DXDNR2,1st floor data center pac 2 not getting on,BAARR00002,IN11,SR1 - TO CHECK THE UNIT STATUS.,2024-07-10,2024-07-30,BA,ARR
10001163,FSEC08520DXDNR1,,JKJIO00002,IN05,CF1 - CDS. FAN JAM.,2022-04-20,,JK,JIO
10001163,FSEC08520DXDNR1,,JKJIO00002,IN05,DR1 - DRIER CHOKE.,2023-09-22,2024-04-07,JK,JIO
10001164,FSEC08520DXDNR1,,JKJIO00002,IN05,CF1 - CDS. FAN JAM.,2022-03-08,,JK,JIO
10001164,FSEC08520DXDNR1,,JKJIO00002,IN05,KO1 - CONTROLLER SCREEN BLANK .,2023-08-24,,JK,JIO
10001164,FSEC08520DXDNR1,,JKJIO00002,IN15,C001 - HIGH TEMPERATURE IN DATA CENTER.,2024-10-10,,JK,JIO
10001165,FSEC08520DXDNR1,,JKJIO00002,IN05,K08 - SMPS FAILURE,2022-03-28,,JK,JIO
10001165,FSEC08520DXDNR1,,JKJIO00002,IN05,SL3 - EVAP. COIL LEAK,2023-07-22,,JK,JIO
10001166,FSEC08520DXDNR1,,JKJIO00002,IN05,KO1 - CONTROLLER SCREEN BLANK .,2023-08-24,,JK,JIO
10001166,FSEC08520DXDNR1,,JKJIO00002,IN15,CF2 - CDS. FAN GROUND.,2023-12-14,,JK,JIO
10001166,FSEC08520DXDNR1,,JKJIO00002,IN15,KO3 - CONTROLLER WIRING PROBLEM.,2024-09-16,,JK,JIO
10001183,FIEC07430DXDNR2,service,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2021-09-23,2021-09-23,KE,NXT
10001183,FIEC07430DXDNR2,service,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2021-10-07,2023-10-07,KE,NXT
10001183,FIEC07430DXDNR2,fan speed controller and one number of outdoor unit fan not working,KENXT00002,IN13,CF1 - CDS. FAN JAM.,2022-03-25,2023-10-04,KE,NXT
10001183,FIEC07430DXDNR2,inverter Compressor drive not working ,KENXT00002,IN13,C001 HIGH TEMPERATURE IN DATA CENTER.,2022-08-27,,KE,NXT
10001183,FIEC07430DXDNR2,outdoor unit fan one number defective ,KENXT00002,IN13,CF1 - CDS. FAN JAM.,2022-08-30,2023-10-04,KE,NXT
10001183,FIEC07430DXDNR2,inverter compressor drive not working ,KENXT00002,IN13,C004 COMPRESSOR NOT WORKING.,2023-03-07,,KE,NXT
10001183,FIEC07430DXDNR2,site visiting for energy saving ,KENXT00002,IN13,SR1 - TO CHECK THE UNIT STATUS.,2023-04-10,2023-06-09,KE,NXT
10001183,FIEC07430DXDNR2,site visiting for energy saving ,KENXT00002,IN13,SR1 - TO CHECK THE UNIT STATUS.,2023-05-20,2023-05-23,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2023-06-24,2023-08-05,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2023-10-31,2023-11-06,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2023-12-12,2024-03-13,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2023-12-27,2023-12-28,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2024-04-30,2024-05-14,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2024-06-25,2024-07-02,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2024-06-25,2024-07-02,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2024-06-28,2024-06-29,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2024-10-23,2024-10-24,KE,NXT
10001183,FIEC07430DXDNR2,training ,KENXT00002,IN13,TR1 - TRAINING ON INSTALLED PRODUCTS.,2024-12-11,2024-12-11,KE,NXT
10001183,FIEC07430DXDNR2,service ,KENXT00002,IN13,PM1 - SCHEDULED PM WORKS,2024-12-24,2024-12-27,KE,NXT
10001214,FSEC09000CWUFR0,pac 3 i/o board not working,BAUDA00001,IN11,KO1 - CONTROLLER SCREEN BLANK .,2022-04-01,2022-05-07,BA,UDA
10001214,FSEC09000CWUFR0,pac water leak,BAUDA00001,IN11,DP2 - DRAIN PIPE CHOKE.,2024-05-20,2024-05-28,BA,UDA
10001226,FIEC05350DXDNR2,High pressure alarm CKT 1,MUBIR00001,IN02,CF1 - CDS. FAN JAM.,2021-12-29,2022-01-13,MU,BIR
10001226,FIEC05350DXDNR2,Compressor Defective,MUBIR00001,IN02,CO1 - COMP. TAKING HIGH AMPHERE.,2022-10-07,2023-01-04,MU,BIR
10001226,FIEC05350DXDNR2,PAC not cooling ,MUBIR00001,IN02,CF1 - CDS. FAN JAM.,2023-12-19,2024-02-12,MU,BIR
10001227,FIEC05350DXDNR2,ODU fab motor defective,MUBIR00001,IN02,CF2 - CDS. FAN GROUND.,2024-06-28,2024-08-02,MU,BIR
10001264,FSEC08520DXDNR1,,ORJIO00001,IN09,CO7 - COMP. CONTACTOR OR MCB FAULTY.,2021-03-03,2022-01-15,OR,JIO
